api_number,well_name,operator,job_number,job_type,county,state,shl,latitude,longitude,datum,well_status,well_type,closest_city,oil_bbl,gas_mcf,source_pdf,stimulation
33-053-03911,24-HOUR PRODUCTION RA TE,Oasis Petroleum North America LLC,5279,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,250 F S L 2410 F E L SWSE,48.082767,-103.612014,North American Datum 1983,N/A,N/A,N/A,0.0,0.0,W22220.pdf,"[{""date_stimulated"": ""5/18/2012"", ""stimulated_formation"": ""ign"", ""top_ft"": 19510.0, ""bottom_ft"": 77073.0, ""stimulation_stages"": 281.0, ""volume"": 443.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 7.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""DETAILS"", ""top_ft"": 43020.0, ""bottom_ft"": 331.0, ""stimulation_stages"": 111.0, ""volume"": 9309.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""regards"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-053-03911,lnnoko 5301 41-12T,Oasis Petroleum North America,410713,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,250 F S L 2350 F E L SWSE,48.082789,-103.613744,North American Datum 1983,N/A,N/A,N/A,0.0,0.0,W22221.pdf,"[{""date_stimulated"": ""09/07/2013"", ""stimulated_formation"": ""Bakken"", ""top_ft"": 11117.0, ""bottom_ft"": 21122.0, ""stimulation_stages"": 90354.0, ""volume"": 3765029.0, ""volume_units"": ""Barrels"", ""type_treatment"": ""Frac"", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 96.0, ""max_treatment_rate"": 6.0, ""details"": """"}, {""date_stimulated"": ""09/07/2013"", ""stimulated_formation"": ""Bakken"", ""top_ft"": 11117.0, ""bottom_ft"": 21122.0, ""stimulation_stages"": 90354.0, ""volume"": 3765029.0, ""volume_units"": ""Barrels"", ""type_treatment"": ""Frac"", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 96.0, ""max_treatment_rate"": 6.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""-HOUR"", ""top_ft"": 24.0, ""bottom_ft"": 153.0, ""stimulation_stages"": 101.0, ""volume"": 43020.0, ""volume_units"": ""MCF"", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-053-03943,MAGNUM 1-36-25H,"Slawson Ex !oration Com an , Inc.",796910022,"Noticehasbeenprovidedtotheownerofany Thiswellisno, No , NO_| |YES PSI Applied: Fluid Weight: _LBS/GAL, CO.REP. |_| _, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,250 F S L 815 F W L SWSW,48.025097,-103.622319,RKB 22.00' @ 2209.00ft (Nabors 419),N/A,N/A,N/A,0.0,0.0,W22247.pdf,"[{""date_stimulated"": ""10/02/12"", ""stimulated_formation"": ""WELLBORE"", ""top_ft"": 13625.0, ""bottom_ft"": 61.0, ""stimulation_stages"": 191.0, ""volume"": 414.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 1.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""10/02/12"", ""stimulated_formation"": ""WELLBORE"", ""top_ft"": 13625.0, ""bottom_ft"": 61.0, ""stimulation_stages"": 191.0, ""volume"": 414.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 1.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""8/8/2011"", ""stimulated_formation"": ""Aug"", ""top_ft"": 2011.0, ""bottom_ft"": 3709493.0, ""stimulation_stages"": 3709493.0, ""volume"": 13625.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 8.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-053-03944,MAGNUM 2-36-25H,"Slawson Ex !oration Com an , Inc.",N/A,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,205 F S L 240 F E L SESE,-234.168611,-103.605167,RKB,N/A,N/A,N/A,0.0,0.0,W22249.pdf,[]
33-053-04069,MAGNUM 3-36-25H,"SLAWSONEXPLORATIONCOMPANY,INC.",N/A,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,205 F S L 265 F E L SESE,3.604689,-103.605269,RKB,N/A,N/A,N/A,0.0,0.0,W22731.pdf,[]
33-053-03911,24-HOUR PRODUCTION RA TE,Oasis Petroleum North America LLC,5450,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,250 F S L 800 F E L SESE,48.082767,-103.612014,North American Datum 1983,N/A,N/A,N/A,0.0,0.0,W22740.pdf,"[{""date_stimulated"": ""12/14/2011"", ""stimulated_formation"": ""Engineering"", ""top_ft"": 2012.0, ""bottom_ft"": 9100.0, ""stimulation_stages"": 9750.0, ""volume"": 10400.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 3.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""3/9/2012"", ""stimulated_formation"": ""htpeD"", ""top_ft"": 9100.0, ""bottom_ft"": 9750.0, ""stimulation_stages"": 10400.0, ""volume"": 11050.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 0.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""09/08/2012"", ""stimulated_formation"": ""Bakken"", ""top_ft"": 11080.0, ""bottom_ft"": 21140.0, ""stimulation_stages"": 80480.0, ""volume"": 3600530.0, ""volume_units"": ""Barrels"", ""type_treatment"": ""Acid"", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""12/14/2011"", ""stimulated_formation"": ""Engineering"", ""top_ft"": 2012.0, ""bottom_ft"": 129.0, ""stimulation_stages"": 200.0, ""volume"": 1800.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 3.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""3/9/2012"", ""stimulated_formation"": ""samples"", ""top_ft"": 129.0, ""bottom_ft"": 200.0, ""stimulation_stages"": 1800.0, ""volume"": 9100.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 21.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-053-04211,ASH FEDERAL 5300 11-18T,Oasis Petroleum North America LLC,5451,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Mckenzie,ND,800 F N L 350 F W L,48.079792,-103.602700,North American Datum 1983,N/A,N/A,N/A,0.0,0.0,W23230.pdf,"[{""date_stimulated"": ""10/26/2012"", ""stimulated_formation"": ""Three"", ""top_ft"": 11101.0, ""bottom_ft"": 20482.0, ""stimulation_stages"": 92216.0, ""volume"": 3700348.0, ""volume_units"": ""Barrels"", ""type_treatment"": ""Acid"", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 94.0, ""max_treatment_rate"": 4.0, ""details"": """"}, {""date_stimulated"": ""01/16/2013"", ""stimulated_formation"": ""T-itl-e"", ""top_ft"": 19510.0, ""bottom_ft"": 77073.0, ""stimulation_stages"": 281.0, ""volume"": 443.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 1.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""5/31/2012"", ""stimulated_formation"": ""Engineering"", ""top_ft"": 2012.0, ""bottom_ft"": 1000.0, ""stimulation_stages"": 2000.0, ""volume"": 3000.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 6.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""6/6/2012"", ""stimulated_formation"": ""htroN"", ""top_ft"": 1000.0, ""bottom_ft"": 2000.0, ""stimulation_stages"": 3000.0, ""volume"": 4000.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 0.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""10/26/2012"", ""stimulated_formation"": ""Three"", ""top_ft"": 11101.0, ""bottom_ft"": 20482.0, ""stimulation_stages"": 92216.0, ""volume"": 3700348.0, ""volume_units"": ""Barrels"", ""type_treatment"": ""Acid"", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 94.0, ""max_treatment_rate"": 4.0, ""details"": """"}, {""date_stimulated"": ""01/16/2013"", ""stimulated_formation"": ""T-itl-e"", ""top_ft"": 600.0, ""bottom_ft"": 405.0, ""stimulation_stages"": 585050.0, ""volume"": 840.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 3.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""Casing"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": ""frac"", ""acid_pct"": 21.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""5/31/2012"", ""stimulated_formation"": ""Engineering"", ""top_ft"": 2012.0, ""bottom_ft"": 598.0, ""stimulation_stages"": 200.0, ""volume"": 1800.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 6.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""6/6/2012"", ""stimulated_formation"": ""samples"", ""top_ft"": 598.0, ""bottom_ft"": 200.0, ""stimulation_stages"": 1800.0, ""volume"": 4000.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 20.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-105-02719,24-HOUR PRODUCTION RATE,Continental Resources,N/A,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Williams,ND,495 F N L 1485 F W L NENW,48.109346,-103.732489,7H DAY,N/A,N/A,N/A,0.0,0.0,W23359.pdf,"[{""date_stimulated"": ""4/4/2014"", ""stimulated_formation"": ""Terry"", ""top_ft"": 146.0, ""bottom_ft"": 153.0, ""stimulation_stages"": 100.0, ""volume"": 33105.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 1.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""4/12/2013"", ""stimulated_formation"": ""Drilling"", ""top_ft"": 9506.0, ""bottom_ft"": 1459.0, ""stimulation_stages"": 621.0, ""volume"": 3329.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 38.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-105-02720,Atlanta 13-6H,Continental Resources,N/A,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Williams,ND,495 F N L 1440 F W L NENW,48.109347,-103.727700,NAVD 1988 GEOID 09,N/A,N/A,N/A,0.0,0.0,W23360.pdf,"[{""date_stimulated"": ""4/4/2014"", ""stimulated_formation"": ""Terry"", ""top_ft"": 10830.0, ""bottom_ft"": 10525.0, ""stimulation_stages"": 564.0, ""volume"": 136.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 89.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""4/5/2013"", ""stimulated_formation"": ""Drill"", ""top_ft"": 9773.0, ""bottom_ft"": 1397.0, ""stimulation_stages"": 393.0, ""volume"": 3655.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""4/5/2013"", ""stimulated_formation"": ""Drill"", ""top_ft"": 9773.0, ""bottom_ft"": 1397.0, ""stimulation_stages"": 393.0, ""volume"": 3655.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""4/6/2013"", ""stimulated_formation"": ""TIH"", ""top_ft"": 10065.0, ""bottom_ft"": 292.0, ""stimulation_stages"": 347.0, ""volume"": 3734.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 23.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-105-02721,Atlanta 12-6H,Continental Resources,33144,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Williams,ND,495 F N L 1395 F W L NENW,48.109347,-103.727884,NAVD _1988 GEOID 09,N/A,N/A,N/A,0.0,0.0,W23361.pdf,"[{""date_stimulated"": ""3/25/2014"", ""stimulated_formation"": ""Terry"", ""top_ft"": 111.0, ""bottom_ft"": 126.0, ""stimulation_stages"": 153.0, ""volume"": 100.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 12.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""05/06/13"", ""stimulated_formation"": ""hrs"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 13.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""05/07/13"", ""stimulated_formation"": ""hrs"", ""top_ft"": 14838.0, ""bottom_ft"": 14838.0, ""stimulation_stages"": 10556.0, ""volume"": 15030.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 0.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""05/08/13"", ""stimulated_formation"": ""and"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 23.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""05/06/13"", ""stimulated_formation"": ""hrs"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 13.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""05/07/13"", ""stimulated_formation"": ""hrs"", ""top_ft"": 14838.0, ""bottom_ft"": 14838.0, ""stimulation_stages"": 10556.0, ""volume"": 15030.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 0.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""05/08/13"", ""stimulated_formation"": ""and"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 23.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""3/28/2013"", ""stimulated_formation"": ""TOOH"", ""top_ft"": 9665.0, ""bottom_ft"": 1386.0, ""stimulation_stages"": 247.0, ""volume"": 3487.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 36.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-105-02722,ATLANTA 11-6H,Continental Resources,N/A,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Williams,ND,495 F N L 1350 F W L NENW,48.109347,-103.728069,TAM 701525 524),N/A,N/A,N/A,0.0,0.0,W23362.pdf,"[{""date_stimulated"": ""3/25/2014"", ""stimulated_formation"": ""Terry"", ""top_ft"": 116.0, ""bottom_ft"": 153.0, ""stimulation_stages"": 100.0, ""volume"": 33105.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 11.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""3/19/2013"", ""stimulated_formation"": ""Drilling"", ""top_ft"": 9069.0, ""bottom_ft"": 402.0, ""stimulation_stages"": 119.0, ""volume"": 3338.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 27.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""3/19/2013"", ""stimulated_formation"": ""Drilling"", ""top_ft"": 9069.0, ""bottom_ft"": 402.0, ""stimulation_stages"": 119.0, ""volume"": 3338.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 27.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""3/20/2013"", ""stimulated_formation"": ""Drilling"", ""top_ft"": 9634.0, ""bottom_ft"": 565.0, ""stimulation_stages"": 248.0, ""volume"": 3365.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 15.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-105-02723,Atlanta Federal 10-6H,Continental Resources,33252,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Country,ND,495 F N L 1305 F W L NENW,48.109272,-103.732489,BROSZ ENGINEERING INC.,N/A,N/A,N/A,0.0,0.0,W23363.pdf,"[{""date_stimulated"": ""3/26/2014"", ""stimulated_formation"": ""Terry"", ""top_ft"": 106.0, ""bottom_ft"": 153.0, ""stimulation_stages"": 101.0, ""volume"": 33105.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 10.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
33-105-02724,24-HOUR PRODUCTION RATE,Continental Resources,N/A,"Noticehasbeenprovidedtotheownerofany Thiswellisno, Notice has been provided to the owner of any, This well is not located within five hundred",Country,ND,495 F N L 1260 F W L NENW,48.109272,-103.732489,NAVD 1988 GEOID 09 _,N/A,N/A,N/A,0.0,0.0,W23364.pdf,"[{""date_stimulated"": ""3/26/2014"", ""stimulated_formation"": ""Terry"", ""top_ft"": 96.0, ""bottom_ft"": 130577.0, ""stimulation_stages"": 33105.0, ""volume"": 2724.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 1.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}, {""date_stimulated"": ""43-02-03"", ""stimulated_formation"": ""requires"", ""top_ft"": 0.0, ""bottom_ft"": 0.0, ""stimulation_stages"": 0.0, ""volume"": 0.0, ""volume_units"": """", ""type_treatment"": """", ""acid_pct"": 31.0, ""lbs_proppant"": 0.0, ""max_treatment_pressure"": 0.0, ""max_treatment_rate"": 0.0, ""details"": """"}]"
